Massnahme;Produktbezeichnung;Einheit.Produkt;Lohnkosten Fr./AE;Spezial ja/nein;Bemerkungen;;;
Sammeln;Erbsenstroh;dt;440;0;keine Infos;;;
Sammeln;Rapsstroh (WR);dt;440;0;keine Infos;;;
Sammeln;Gerstenstroh;dt;440;0;keine Infos;;;
Sammeln;Weizen Biscuits;dt;440;0;keine Infos;;;
Sammeln;Winterzwiebel;kg;50;1;pro h;;;
Sammeln;;;;0;keine Infos;;;
Sammeln;Salate, diverse, mittlerer Ertrag;Stk.;;0;keine Infos;;;
Sammeln;Schnittblumen mehrj.;Bd;;0;keine Infos;;;
Sammeln;Gurken 50 Stk./m2 (G);Stk.;;0;keine Infos;;;
Sammeln;Radies 10 Bund/m2;Bd;;0;keine Infos;;;
Sammeln;Nüsslisalat, Feldsalat (G);kg;;0;keine Infos;;;
Sammeln;Rosenkohl, Strünke abgeführt;kg;;0;keine Infos;;;
Sammeln;Zwiebeln;kg;;0;keine Infos;;;
Sammeln;Quitten;kg;;0;keine Infos;;;
Sammeln;Kürbis;kg;;0;keine Infos;;;
Sammeln;Tomaten, guter Ertrag (G);kg;;0;keine Infos;;;
Sammeln;Rhabarber;kg;;0;keine Infos;;;
Sammeln;Spargel Bleich-;kg;;0;keine Infos;;;
Sammeln;Bohnen Stangen- (G);kg;;0;keine Infos;;;
Sammeln;Heil-, Gewürzpflanzen (mehrj.);kg;;0;keine Infos;;;
Sammeln;Paprika (G);kg;;0;keine Infos;;;
Sammeln;Buschbohnen;kg;;0;keine Infos;;;
Sammeln;Lagerkabis;kg;;0;keine Infos;;;
Sammeln;Mostäpfel;kg;;0;keine Infos;;;
Sammeln;Rucola, zwei Schnitte (G);kg;;0;keine Infos;;;
Sammeln;Zucchetti, Patisson (G);kg;;0;keine Infos;;;
Sammeln;Artischocken;kg;;0;keine Infos;;;
Sammeln;Aubergine (G);kg;;0;keine Infos;;;
Sammeln;Blumenkohl;kg;;0;keine Infos;;;
Sammeln;Bodenkohlrabi;kg;;0;keine Infos;;;
Sammeln;Broccoli;kg;;0;keine Infos;;;
Sammeln;Chinakohl;kg;;0;keine Infos;;;
Sammeln;Cicorino rosso;kg;;0;keine Infos;;;
Sammeln;Kefen;kg;;0;keine Infos;;;
Sammeln;Kohlrabi;kg;;0;keine Infos;;;
Sammeln;Lauch;kg;;0;keine Infos;;;
Sammeln;Mostbirnen;kg;;0;keine Infos;;;
Sammeln;Pastinaken;kg;;0;keine Infos;;;
Sammeln;Petersilie;kg;;0;keine Infos;;;
Sammeln;Petersilie (G);kg;;0;keine Infos;;;
Sammeln;Portulak (G);kg;;0;keine Infos;;;
Sammeln;Randen;kg;;0;keine Infos;;;
Sammeln;Rucola, ein Schnitt (G);kg;;0;keine Infos;;;
Sammeln;Schnittsalat;kg;;0;keine Infos;;;
Sammeln;Sellerie, Knollen, hoher Ertrag;kg;;0;keine Infos;;;
Sammeln;Spargel Grün-;kg;;0;keine Infos;;;
Sammeln;Tomaten, hoher Ertrag (G);kg;;0;keine Infos;;;
Sammeln;Tomaten, mässiger Ertrag (G);kg;;0;keine Infos;;;
Sammeln;Zucchetti, Patisson;kg;;0;keine Infos;;;
Säuberungsschnitt;;;150;0;Annahme Balkenmähwerk;;;
Säuberungsschnitt;Talstar SC;l;150;0;Annahme Balkenmähwerk;;;
Schädlingskontrolle;;;;;keine Infos;;;
Schneiden;Triticalestroh;dt;440;0;;;;
Schneiden;;;150;0;Annahme Balkenmähwerk;;;
Schneiden;Salate, diverse, hoher Ertrag;Stk.;150;0;Annahme Balkenmähwerk;;;
Schneiden;Schnittblumen mehrj.;Bd;150;0;Annahme Balkenmähwerk;;;
Schneiden;Schnittblumen, mittel;Bd;150;0;Annahme Balkenmähwerk;;;
Schneiden;Christbäume;Stk.;150;0;Annahme Balkenmähwerk;;;
Schneiden;Salate, diverse, mittlerer Ertrag;Stk.;150;0;Annahme Balkenmähwerk;;;
Schneiden;Heil-, Gewürzpflanzen (mehrj.);kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Spinat, ein Schnitt;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Spargel Grün-;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Blumenkohl;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Nüsslisalat, Feldsalat;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Kürbis;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Lagerkabis;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Pfefferminze;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Spinat, zwei Schnitte;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Streue;dt;150;0;Annahme Balkenmähwerk;;;
Schneiden;Grassilage (Ballen);dt;150;0;Annahme Balkenmähwerk;;;
Schneiden;Hanfblätter/-blüten;dt;150;0;Annahme Balkenmähwerk;;;
Schneiden;Petersilie;kg;150;0;Annahme Balkenmähwerk;;;
Schneiden;Rhabarber;kg;150;0;Annahme Balkenmähwerk;;;
Schwaden;;;100;0;Kreiselschwader, 3m;;;
Schwaden;Grube Milchvieh;m³;100;0;;;;
Schwaden;Grassilage (Ballen);dt;100;0;;;;
Schwaden;Grassilage;dt;100;0;;;;
Schwaden;Heu;dt;100;0;;;;
Schwaden;Emd;dt;100;0;;;;
Schwaden;Dürrfutter (gepresst);dt;100;0;;;;
Schwaden;Dürrfutter (lose);dt;100;0;;;;
Schwaden;Weizenstroh;dt;100;0;;;;
Schwaden;Gerstenstroh;dt;100;0;;;;
Schwaden;Grünfutter (geschnitten);dt;100;0;;;;
Schwaden;Streue;dt;100;0;;;;
Schwaden;Chinaschilf;dt;100;0;;;;
Schwaden;Grünfutter (geweidet);dt;100;0;;;;
Schwaden;Sommergerstenstroh;dt;100;0;;;;
Schwaden;Sommerweizenstroh;dt;100;0;;;;
Schwaden;Triticalestroh;dt;100;0;;;;
Schwaden;Dinkelstroh;dt;100;0;;;;
Schwaden;Haferstroh;dt;100;0;;;;
Schwaden;Trockengras;dt;100;0;;;;
Schwaden;Zwischenfutter;dt;100;0;;;;
Schwaden;Erbsenstroh;dt;100;0;;;;
Schwaden;Grassamen;kg;100;0;;;;
Schwaden;Grünhafer (siliert);dt;100;0;;;;
Schwaden;Leguminosensamen;kg;100;0;;;;
Schwaden;Roggenstroh;dt;100;0;;;;
Schwaden;Weizen;dt;100;0;;;;
Schwaden;Wintergerste;;100;0;;;;
Schwaden;Wintertriticale;;100;0;;;;
Schwaden;Winterweizen;;100;0;;;;
Setzlinge pflanzen;Plants de pomme de terre, normal;dt;410;0;;;;
Setzlinge pflanzen;Plants de pomme, normal;dt;410;0;;;;
Setzlinge pflanzen;Plant de pomme de terre, petit;dt;410;0;;;;
Setzlinge pflanzen;Plants de pdt;kg;410;0;keine Infos;;;
Setzlinge pflanzen;Plantons de pommes de terre, normales, traités;dt;410;0;;;;
Setzlinge pflanzen;Plants pdt consommation;kg;410;0;keine Infos;;;
Setzlinge pflanzen;Frühkartoffeln;;410;;;;;
Setzlinge pflanzen;Saatkartoffeln;;410;;;;;
Setzlinge pflanzen;Maïs plante entière, semences;Dose;140;0;keine Infos;;;
Setzlinge pflanzen;;;;0;keine INfos;;;
Setzlinge pflanzen;Salat, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Erdbeersetzlinge, Frigopflanze;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Gurken, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Tomaten, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Aubergine, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Erdbeersetzlinge mit Topfballen;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Schnittblumen, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Fenchel, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Tabakpflanzen mit Topfballen;1000 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Lauch, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Spargel Grün, Setzling;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Kohlrabi, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Kürbis, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Kabis, Setzling;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Paprika, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Zuckerhut, Setzlinge;1000 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Blumenkohl, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Eigenes Produkt...;Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Fraises plantons, plants frigorifiques;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Salat, plantons;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Tomate, plantons;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Alba;Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Courge, plantons;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Framboise, jeunes plants, en pot;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Lauch Samen;1000 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Minikiwi, Jungpflanzen;Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Poireau, plantons;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Rhabarber, Setzlinge;Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Tabac semis-flottants;Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Zucchetti, Patisson, Setzlinge;100 Stk.;;0;keine Infos;;;
Setzlinge pflanzen;Maxim 100 FS;l;;0;keine Infos;;;
Setzlinge pflanzen;Tabak Samen unpilliert;;;0;keine Infos;;;
Silieren (Balkenmähwerk);Güllebehälter;m³;150;0;;;;
Silieren (Balkenmähwerk);Anbau-Beitrag;ha;150;0;;;;
Silieren (Balkenmähwerk);Güllensilo, Beton, mit Abdeckung;m³;150;0;;;;
Silieren (Balkenmähwerk);Schnittblumen mehrj.;Bd;150;0;;;;
Silieren (Balkenmähwerk);Grassilage (Ballen);dt;150;0;;;;
Silieren (Balkenmähwerk);Grassilage;dt;150;0;;;;
Silieren (Balkenmähwerk);;;150;0;;;;
Silieren (Balkenmähwerk);Grünfutter (geschnitten);dt;150;0;;;;
Silieren (Balkenmähwerk);Maissilage;dt;150;0;;;;
Silieren (Balkenmähwerk);Grünfutter (geweidet);dt;150;0;;;;
Silieren (Balkenmähwerk);Emd;dt;150;0;;;;
Silieren (Balkenmähwerk);Dürrfutter (lose);dt;150;0;;;;
Silieren (Balkenmähwerk);Heu;dt;150;0;;;;
Silieren (Balkenmähwerk);Maissilage (Ballen);dt;150;1;pro dt;;;
Silieren (Balkenmähwerk);Dürrfutter (gepresst);dt;150;0;;;;
Silieren (Balkenmähwerk);Mais g. Pflanze (frisch);dt;150;0;;;;
Silieren (Balkenmähwerk);Trockengras;dt;150;0;;;;
Silieren (Balkenmähwerk);Zwischenfutter;dt;150;0;;;;
Silieren (Balkenmähwerk);Dinkel A;dt;150;0;;;;
Silieren (Balkenmähwerk);Dinkelstroh;dt;150;0;;;;
Silieren (Balkenmähwerk);Lieschkolbenschrotsilage;dt;150;0;;;;
Silieren (Balkenmähwerk);Grünhafer (siliert);dt;150;0;;;;
Silieren (Balkenmähwerk);Heil-, Gewürzpflanzen (mehrj.);kg;150;0;;;;
Silieren (Balkenmähwerk);CCM -Silage;dt;150;0;;;;
Silieren (Balkenmähwerk);Erbsenstroh;dt;150;0;;;;
Silieren (Balkenmähwerk);Herbstgrasig;dt;150;0;;;;
Silieren (Balkenmähwerk);Lieschkolbenschrot (frisch);dt;150;0;;;;
Silieren (Balkenmähwerk);Mais g. Pflanze (getrocknet);dt;150;0;;;;
Silieren (Balkenmähwerk);Spinat, zwei Schnitte;kg;150;0;;;;
Silieren (Balkenmähwerk);Triticale;dt;150;0;;;;
Silieren (Maishäcksler);Maissilage;dt;660;0;;;;
Silieren (Maishäcksler);Mais g. Pflanze (frisch);dt;660;0;;;;
Silieren (Maishäcksler);Maissilage (Ballen);dt;660;0;;;;
Silieren (Maishäcksler);;;660;0;;;;
Silieren (Maishäcksler);CCM-Würfel (künstlich getrocknet;dt;660;0;;;;
Silieren (Maishäcksler);Mais g. Pflanze (getrocknet);dt;660;0;;;;
Silieren (Maishäcksler);CCM (frisch);dt;660;0;;;;
Silieren (Maishäcksler);Feuchtkörnermaissilage;dt;660;0;;;;
Silieren (Maishäcksler);Körnermais;dt;660;0;;;;
Silieren (Maishäcksler);Silomais;;660;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Güllengrube;m³;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Grassilage (Ballen);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Grassilage;dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);;;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Emd;dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Grünfutter (geweidet);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Heu;dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Dürrfutter (gepresst);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Grünfutter (geschnitten);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Maissilage;dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Dürrfutter (lose);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Grünhafer (siliert);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Frühjahrsschnitt;dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Maissilage (Ballen);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Zwischenfutter;dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Grünweizen (siliert);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Lieschkolbenschrot (frisch);dt;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Mistplatz;t;130;0;;;;
Silieren (Rotationsmähwerk mit Mähaufbereiter);Trockengras;dt;130;0;;;;
Silieren (Rotationsmähwerk);Grassilage (Ballen);dt;110;0;;;;
Silieren (Rotationsmähwerk);Grassilage;dt;110;0;;;;
Silieren (Rotationsmähwerk);;;110;0;;;;
Silieren (Rotationsmähwerk);Dürrfutter (gepresst);dt;110;0;;;;
Silieren (Rotationsmähwerk);Dürrfutter (lose);dt;110;0;;;;
Silieren (Rotationsmähwerk);Grünfutter (geschnitten);dt;110;0;;;;
Silieren (Rotationsmähwerk);Maissilage;dt;110;0;;;;
Silieren (Rotationsmähwerk);Emd;dt;110;0;;;;
Silieren (Rotationsmähwerk);Grünfutter (geweidet);dt;110;0;;;;
Silieren (Rotationsmähwerk);Heu;dt;110;0;;;;
Silieren (Rotationsmähwerk);Maissilage (Ballen);dt;110;0;;;;
Silieren (Selbstfahrhäcksler);Maissilage;dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Maissilage (Ballen);dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Mais g. Pflanze (getrocknet);dt;660;0;;;;
Silieren (Selbstfahrhäcksler);;;660;0;;;;
Silieren (Selbstfahrhäcksler);CCM-Würfel (künstlich getrocknet;dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Mais g. Pflanze (frisch);dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Lieschkolbenschrotsilage;dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Grassilage (Ballen);dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Weizen Top;dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Grüntriticale (siliert);dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Grünweizen (siliert);dt;660;0;;;;
Silieren (Selbstfahrhäcksler);Körnermais;;660;0;;;;
Silieren (Selbstfahrhäcksler);Silomais;;660;0;;;;
Spaten;;;;0;keine Infos;;;
Spatenprobe;;;;0;keine Infos;;;
Spez. Büroarbeit;;;;0;keine Infos;;;
Splitverfahren;Goltix compact;kg;94;0;Annahme Anbaufeldspritze;;;
Splitverfahren;Accent;g;94;0;;;;
Splitverfahren;Sugaro Pro;l;94;0;;;;
Splitverfahren;Betanal expert;l;94;0;;;;
Splitverfahren;Dual Gold;l;94;0;;;;
Splitverfahren;Sugaro Gamma;l;94;0;;;;
Splitverfahren;Debut;kg;94;0;;;;
Splitverfahren;Exell;l;94;0;;;;
Splitverfahren;Frontier X2;l;94;0;;;;
Splitverfahren;Venzar;kg;94;0;;;;
Splitverfahren;Beetup Pro;l;94;0;;;;
Splitverfahren;Betanal maxx Pro;l;94;0;;;;
Splitverfahren;Boxer;l;94;0;;;;
Splitverfahren;Sencor SC;l;94;0;;;;
Splitverfahren;Pyramin DF;kg;94;0;;;;
Splitverfahren;Beta - Star;l;94;0;;;;
Splitverfahren;Betron WDG;kg;94;0;;;;
Splitverfahren;Topper;l;94;0;;;;
Splitverfahren;Apell;l;94;0;;;;
Splitverfahren;Bettix SC;l;94;0;;;;
Splitverfahren;Bettix WG;kg;94;0;;;;
Splitverfahren;Express SX;kg;94;0;;;;
Splitverfahren;Genol Plant;l;94;0;;;;
Splitverfahren;Gladio;l;94;0;;;;
Splitverfahren;Moddus;l;94;0;;;;
Splitverfahren;Zofal R;l;94;0;;;;
Splitverfahren;Betave;l;94;0;;;;
Splitverfahren;Mentor Contact;l;94;0;;;;
Splitverfahren;Targa Super;l;94;0;;;;
Splitverfahren;Telmion;l;94;0;;;;
Splitverfahren;;;94;0;;;;
Splitverfahren;Andil;kg;94;0;;;;
Splitverfahren;Betam LG;l;94;0;;;;
Splitverfahren;BetaTeam;l;94;0;;;;
Splitverfahren;Chloridazon-DF;kg;94;0;;;;
Splitverfahren;DuPont Trend;l;94;0;;;;
Splitverfahren;MCPB 400;l;94;0;;;;
Splitverfahren;Metamitron;l;94;0;;;;
Splitverfahren;Mikado;l;94;0;;;;
Splitverfahren;Pyramin;kg;94;0;;;;
Spritzen;Delan WG;kg;94;0;Anbaufeldspritze;;;
Spritzen;Slick;l;94;0;;;;
Spritzen;Dual Gold;l;94;0;;;;
Spritzen;Glyfos;l;94;0;;;;
Spritzen;Captan WG;kg;94;0;;;;
Spritzen;Thiovit Jet;kg;94;0;;;;
Spritzen;Flint;kg;94;0;;;;
Spritzen;Sufralo;kg;94;0;;;;
Spritzen;Topas Vino;l;94;0;;;;
Spritzen;Cyrano;kg;94;0;;;;
Spritzen;Ridomil Vino;kg;94;0;;;;
Spritzen;Basta;l;94;0;;;;
Spritzen;Quadris Max;l;94;0;;;;
Spritzen;Moddus;l;94;0;;;;
Spritzen;Astor;l;94;0;;;;
Spritzen;Amistar ;l;94;0;;;;
Spritzen;Mapro;l;94;0;;;;
Spritzen;Consento;l;94;0;;;;
Spritzen;Cuprofix;kg;94;0;;;;
Spritzen;Amistar Xtra;l;94;0;;;;
Spritzen;Bravo 500;l;94;0;;;;
Spritzen;Teldor WG 50;kg;94;0;;;;
Spritzen;Phaltan WDG;kg;94;0;;;;
Spritzen;Othello;l;94;0;;;;
Spritzen;Elosal-Supra;kg;94;0;;;;
Spritzen;Switch;kg;94;0;;;;
Spritzen;Pergado;kg;94;0;;;;
Spritzen;Bion;kg;94;0;;;;
Spritzen;Biscaya;l;94;0;;;;
Spritzen;Beta Star;l;94;0;;;;
Spritzen;Folpet 80 WDG;kg;94;0;;;;
Spritzen;Goltix compact;kg;94;0;;;;
Spritzen;Etalfix Pro;l;94;0;;;;
Spritzen;Netzmittel S;l;94;0;;;;
Spritzen;Talendo;l;94;0;;;;
Spritzen;Roundup Max;l;94;0;;;;
Spritzen;Sugaro Pro;l;94;0;;;;
Spritzen;Starane 180;l;94;0;;;;
Spritzen;Delan 500 SC;l;94;0;;;;
Spritzen;Microthiol Spécial Disperss;kg;94;0;;;;
Spritzen;CCC;l;94;0;;;;
Spritzen;Madex Plus;l;94;0;;;;
Spritzen;Input;l;94;0;;;;
Spritzen;Vincare;kg;94;0;;;;
Spritzen;Phaltan 80 WDG;kg;94;0;;;;
Spritzen;Ally Tabs;Tb;94;0;;;;
Spritzen;Dasul;l;94;0;;;;
Spritzen;Acrobat MZ WG;kg;94;0;;;;
Spritzen;Banvel 4 S;l;94;0;;;;
Spritzen;Captan 80 WDG;kg;94;0;;;;
Spritzen;Aspect;l;94;0;;;;
Spritzen;Venzar;kg;94;0;;;;
Spritzen;;;94;0;;;;
Spritzen;Sugaro Gamma;l;94;0;;;;
Spritzen;Scala;l;94;0;;;;
Spritzen;Metamitron;l;94;0;;;;
Spritzen;Pirimor;kg;94;0;;;;
Spritzen;Cycocel Extra;l;94;0;;;;
Spritzen;Glyphosate;l;94;0;;;;
Spritzen;Touchdown System 4;l;94;0;;;;
Spritzen;Opera;l;94;0;;;;
Spritzen;Debut;kg;94;0;;;;
Spritzen;Callisto;l;94;0;;;;
Spritzen;Kupfer 50 LG;kg;94;0;;;;
Spritzen;Ridomil Gold;kg;94;0;;;;
Spritzen;Mikado;l;94;0;;;;
Spritzen;Proline;l;94;0;;;;
Spritzen;Equip;l;94;0;;;;
Spritzen;Betanal expert;l;94;0;;;;
Spritzen;Fusilade Max;l;94;0;;;;
Spritzen;Audienz;l;94;0;;;;
Spritzen;Boxer;l;94;0;;;;
Spritzen;Laudis;l;94;0;;;;
Spritzen;Alanto;l;94;0;;;;
Spritzen;Nimrod;l;94;0;;;;
Spritzen;Genol Plant;l;94;0;;;;
Spritzen;Devrinol Top;l;94;0;;;;
Spritzen;Systhane C-WG;kg;94;0;;;;
Spritzen;Reglone;l;94;0;;;;
Spritzen;Cuprofix Fluid;l;94;0;;;;
Spritzen;Brasan Trio;l;94;0;;;;
Spritzen;Primus;l;94;0;;;;
Spritzen;Folpet ;kg;94;0;;;;
Spritzen;Malvin WG;kg;94;0;;;;
Spritzen;Microthiol;kg;94;0;;;;
Spritzen;Azur;l;94;0;;;;
Spritzen;Glyphosat 360 S;l;94;0;;;;
Spritzen;Oxykupfer 50;kg;94;0;;;;
Spritzen;Talstar SC;l;94;0;;;;
Spritzen;Equation pro;kg;94;0;;;;
Spritzen;Solfovit WG;kg;94;0;;;;
Spritzen;Granupom neu ;l;94;0;;;;
Spritzen;Zetanil Combi;kg;94;0;;;;
Spritzen;CCC Extra;l;94;0;;;;
Spritzen;Systhane C;kg;94;0;;;;
Spritzen;Infinito;l;94;0;;;;
Spritzen;Insegar DG;kg;94;0;;;;
Spritzen;Bandur;l;94;0;;;;
Spritzen;Calaris;l;94;0;;;;
Spritzen;Cuivre 50;kg;94;0;;;;
Spritzen;Huile M;l;94;0;;;;
Spritzen;Horizont 250 EW;l;94;0;;;;
Spritzen;Archipel;l;94;0;;;;
Spritzen;Andil;kg;94;0;;;;
Spritzen;Amarel-Folpet-DF;kg;94;0;;;;
Spritzen;Sencor WG 70;kg;94;0;;;;
Spritzen;Concert SX;kg;94;0;;;;
Spritzen;Mancozeb Combi;kg;94;0;;;;
Spritzen;Nomolt;l;94;0;;;;
Spritzen;Orkan;l;94;0;;;;
Spritzen;Banaril;l;94;0;;;;
Spritzen;Captan WDG;kg;94;0;;;;
Spritzen;Gladio;l;94;0;;;;
Spritzen;Cerone;l;94;0;;;;
Spritzen;Stomp SC;l;94;0;;;;
Spritzen;Gardo Gold;l;94;0;;;;
Spritzen;Rasantan;kg;94;0;;;;
Spritzen;Valbon;kg;94;0;;;;
Spritzen;Chorus;kg;94;0;;;;
Spritzen;Herold;kg;94;0;;;;
Spritzen;Daconil 500;l;94;0;;;;
Spritzen;Pyramin DF;kg;94;0;;;;
Spritzen;Betanal Maxxpro;l;94;0;;;;
Spritzen;Olymp Duplo DF;kg;94;0;;;;
Spritzen;Rondo DG;kg;94;0;;;;
Spritzen;Bayfidan SC 312;l;94;0;;;;
Spritzen;Trimanoc DG;kg;94;0;;;;
Spritzen;Beetup Pro;l;94;0;;;;
Spritzen;Casac;l;94;0;;;;
Spritzen;Allegro;l;94;0;;;;
Spritzen;Herold SC;l;94;0;;;;
Spritzen;Tega;kg;94;0;;;;
Spritzen;Activa Top;l;94;0;;;;
Spritzen;Apell;l;94;0;;;;
Spritzen;Daconil Combi DF;kg;94;0;;;;
Spritzen;Husar;kg;94;0;;;;
Spritzen;Legend;l;94;0;;;;
Spritzen;Successor T;l;94;0;;;;
Spritzen;Cupro FL;l;94;0;;;;
Spritzen;Revus MZ;kg;94;0;;;;
Spritzen;Artist;kg;94;0;;;;
Spritzen;Spotlight Plus;l;94;0;;;;
Spritzen;Avenir Pro;l;94;0;;;;
Spritzen;Fenikan;l;94;0;;;;
Spritzen;Chlorotal 500;l;94;0;;;;
Spritzen;Cercobin;l;94;0;;;;
Spritzen;Concert;kg;94;0;;;;
Spritzen;Pergaedo;kg;94;0;;;;
Spritzen;Asulox;l;94;0;;;;
Spritzen;Metro;l;94;0;;;;
Spritzen;Kocide Opti;kg;94;0;;;;
Spritzen;Stopit;l;94;0;;;;
Spritzen;EBV;l;94;0;;;;
Spritzen;Topper;l;94;0;;;;
Spritzen;Apell STE;l;94;0;;;;
Spritzen;Perfekthion;l;94;0;;;;
Spritzen;Exell;l;94;0;;;;
Spritzen;Gazelle;kg;94;0;;;;
Spritzen;Opus Top;l;94;0;;;;
Spritzen;SICO;l;94;0;;;;
Spritzen;Vitigran 50;kg;94;0;;;;
Spritzen;Mimic;l;94;0;;;;
Spritzen;Chlorothalonil;l;94;0;;;;
Spritzen;Pyrinex;l;94;0;;;;
Spritzen;Chekker;kg;94;0;;;;
Spritzen;Plenum WG;kg;94;0;;;;
Spritzen;Cuprosan U-DG;kg;94;0;;;;
Spritzen;Aramo;l;94;0;;;;
Spritzen;Prodigy;l;94;0;;;;
Spritzen;Ally Class;kg;94;0;;;;
Spritzen;Blocker;l;94;0;;;;
Spritzen;Malibu;l;94;0;;;;
Spritzen;Roundup;l;94;0;;;;
Spritzen;Folpet 80 WG;kg;94;0;;;;
Spritzen;Captan WDG Omya;kg;94;0;;;;
Spritzen;Frontier 900 EC;l;94;0;;;;
Spritzen;Metamitron 700 S;l;94;0;;;;
Spritzen;Serenade WPO;kg;94;0;;;;
Spritzen;Ranman;l;94;0;;;;
Spritzen;Sucre;kg;94;0;;;;
Spritzen;Steward;kg;94;0;;;;
Spritzen;Glifonex;l;94;0;;;;
Spritzen;Trump;l;94;0;;;;
Spritzen;Fandango;l;94;0;;;;
Spritzen;Ibiza SC;l;94;0;;;;
Spritzen;Lunar;l;94;0;;;;
Spritzen;Rovral;kg;94;0;;;;
Spritzen;Lontrel 100;l;94;0;;;;
Spritzen;Rover Star;l;94;0;;;;
Spritzen;Cypermethrin S;l;94;0;;;;
Spritzen;Frupica SC;l;94;0;;;;
Spritzen;MaxCel;l;94;0;;;;
Spritzen;Plüvel;l;94;0;;;;
Spritzen;Verita;kg;94;0;;;;
Spritzen;Basagran SG;kg;94;0;;;;
Spritzen;Bouillie bordelaise RSR ;kg;94;0;;;;
Spritzen;Fantic F;kg;94;0;;;;
Spritzen;Revus.MZ;kg;94;0;;;;
Spritzen;Funaben;l;94;0;;;;
Spritzen;Husar duo;l;94;0;;;;
Spritzen;Capitan S;l;94;0;;;;
Spritzen;Epoque;l;94;0;;;;
Spritzen;Express SX;kg;94;0;;;;
